task_completion,attendance_punctuality,communication_teamwork,initiative_adaptability,quality_of_work,target_classification,label_task_completion,label_attendance_punctuality,label_communication_teamwork,label_initiative_adaptability,label_quality_of_work
3.84,4.26,4.17,2.97,4.57,needs_improvement,needs_improvement,meets_expectations,meets_expectations,critical_gap,meets_expectations
2.97,2.55,1.26,1.0,2.03,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
2.37,4.48,3.8,4.37,2.55,critical_gap,critical_gap,meets_expectations,needs_improvement,meets_expectations,critical_gap
1.97,3.71,1.43,1.49,2.49,critical_gap,critical_gap,needs_improvement,critical_gap,critical_gap,critical_gap
3.86,4.72,4.82,3.03,4.42,needs_improvement,needs_improvement,meets_expectations,meets_expectations,critical_gap,meets_expectations
4.34,4.14,3.99,3.86,3.21,needs_improvement,meets_expectations,meets_expectations,needs_improvement,needs_improvement,needs_improvement
3.11,4.47,3.99,3.44,3.37,critical_gap,critical_gap,meets_expectations,needs_improvement,needs_improvement,needs_improvement
4.63,3.87,5.0,4.74,4.6,meets_expectations,meets_expectations,needs_improvement,meets_expectations,meets_expectations,meets_expectations
3.81,3.44,3.51,4.68,4.22,needs_improvement,needs_improvement,needs_improvement,needs_improvement,meets_expectations,meets_expectations
2.14,1.27,2.76,2.51,2.31,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
2.67,2.81,3.92,2.11,3.83,critical_gap,critical_gap,critical_gap,needs_improvement,critical_gap,needs_improvement
3.48,3.45,2.68,2.76,2.96,critical_gap,needs_improvement,needs_improvement,critical_gap,critical_gap,critical_gap
1.89,2.66,2.19,2.73,3.45,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,needs_improvement
1.0,1.45,2.14,2.3,1.56,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
1.63,4.17,1.62,1.09,3.02,critical_gap,critical_gap,meets_expectations,critical_gap,critical_gap,critical_gap
2.44,2.22,2.71,2.77,1.94,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
2.4,4.43,4.15,3.27,3.35,critical_gap,critical_gap,meets_expectations,meets_expectations,needs_improvement,needs_improvement
3.57,3.91,4.66,3.61,4.54,needs_improvement,needs_improvement,needs_improvement,meets_expectations,needs_improvement,meets_expectations
1.28,1.0,1.44,3.53,2.04,critical_gap,critical_gap,critical_gap,critical_gap,needs_improvement,critical_gap
4.57,5.0,3.95,4.08,3.82,needs_improvement,meets_expectations,meets_expectations,needs_improvement,meets_expectations,needs_improvement
4.88,4.82,4.42,5.0,4.6,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations
3.79,3.03,4.54,3.2,3.7,critical_gap,needs_improvement,critical_gap,meets_expectations,needs_improvement,needs_improvement
2.21,1.73,2.52,2.26,2.74,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
3.33,2.29,2.81,3.38,2.04,critical_gap,needs_improvement,critical_gap,critical_gap,needs_improvement,critical_gap
2.66,4.12,3.84,3.42,3.41,critical_gap,critical_gap,meets_expectations,needs_improvement,needs_improvement,needs_improvement
4.56,3.58,3.4,4.39,3.53,needs_improvement,meets_expectations,needs_improvement,needs_improvement,meets_expectations,needs_improvement
5.0,4.22,5.0,4.8,5.0,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations
4.56,3.27,2.93,3.15,3.4,critical_gap,meets_expectations,needs_improvement,critical_gap,critical_gap,needs_improvement
4.13,3.34,5.0,4.35,3.31,needs_improvement,meets_expectations,needs_improvement,meets_expectations,meets_expectations,needs_improvement
3.3,3.85,3.87,3.57,3.24,needs_improvement,needs_improvement,needs_improvement,needs_improvement,needs_improvement,needs_improvement
4.1,3.09,2.37,3.51,3.71,critical_gap,meets_expectations,critical_gap,critical_gap,needs_improvement,needs_improvement
3.12,2.95,4.35,1.95,2.81,critical_gap,critical_gap,critical_gap,meets_expectations,critical_gap,critical_gap
1.75,2.07,2.47,1.0,2.05,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
1.0,2.9,1.54,2.23,2.93,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
3.21,3.15,2.86,1.56,2.17,critical_gap,needs_improvement,critical_gap,critical_gap,critical_gap,critical_gap
3.64,3.69,3.69,4.19,4.46,needs_improvement,needs_improvement,needs_improvement,needs_improvement,meets_expectations,meets_expectations
3.1,3.31,4.14,3.11,3.22,critical_gap,critical_gap,needs_improvement,meets_expectations,critical_gap,needs_improvement
2.18,2.35,2.39,3.12,1.52,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
4.27,5.0,4.69,3.67,4.08,meets_expectations,meets_expectations,meets_expectations,meets_expectations,needs_improvement,meets_expectations
1.6,2.83,2.34,4.3,2.99,critical_gap,critical_gap,critical_gap,critical_gap,meets_expectations,critical_gap
3.63,2.92,4.04,4.76,3.97,critical_gap,needs_improvement,critical_gap,meets_expectations,meets_expectations,needs_improvement
5.0,4.56,4.09,4.78,2.96,needs_improvement,meets_expectations,meets_expectations,meets_expectations,meets_expectations,critical_gap
3.04,2.93,3.03,3.43,3.17,critical_gap,critical_gap,critical_gap,critical_gap,needs_improvement,critical_gap
4.42,3.58,3.52,3.81,3.45,needs_improvement,meets_expectations,needs_improvement,needs_improvement,needs_improvement,needs_improvement
4.39,4.29,4.91,4.69,5.0,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations
2.79,1.47,3.82,2.66,2.95,critical_gap,critical_gap,critical_gap,needs_improvement,critical_gap,critical_gap
4.09,2.83,3.06,2.55,3.27,critical_gap,meets_expectations,critical_gap,critical_gap,critical_gap,needs_improvement
4.07,4.92,3.91,3.85,3.32,needs_improvement,meets_expectations,meets_expectations,needs_improvement,needs_improvement,needs_improvement
2.07,1.5,2.18,3.1,2.55,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
3.11,2.55,1.85,1.98,2.82,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
4.07,2.42,3.53,4.27,2.59,critical_gap,meets_expectations,critical_gap,needs_improvement,meets_expectations,critical_gap
4.05,3.57,2.57,3.59,3.84,critical_gap,meets_expectations,needs_improvement,critical_gap,needs_improvement,needs_improvement
4.31,4.41,4.94,4.59,3.5,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,needs_improvement
4.23,4.83,4.89,4.42,4.35,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations
4.64,3.76,3.91,4.64,4.63,needs_improvement,meets_expectations,needs_improvement,needs_improvement,meets_expectations,meets_expectations
2.25,2.11,2.17,1.36,1.07,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
4.15,3.98,4.36,4.45,4.26,meets_expectations,meets_expectations,needs_improvement,meets_expectations,meets_expectations,meets_expectations
3.25,2.87,3.03,3.11,2.44,critical_gap,needs_improvement,critical_gap,critical_gap,critical_gap,critical_gap
3.21,2.58,2.21,2.26,2.27,critical_gap,needs_improvement,critical_gap,critical_gap,critical_gap,critical_gap
4.25,3.93,3.34,3.81,4.08,needs_improvement,meets_expectations,needs_improvement,needs_improvement,needs_improvement,meets_expectations
3.29,4.01,4.32,4.19,4.1,meets_expectations,needs_improvement,meets_expectations,meets_expectations,meets_expectations,meets_expectations
3.95,3.21,4.43,3.44,3.83,needs_improvement,needs_improvement,needs_improvement,meets_expectations,needs_improvement,needs_improvement
3.35,3.78,4.2,3.66,3.79,needs_improvement,needs_improvement,needs_improvement,meets_expectations,needs_improvement,needs_improvement
2.06,1.32,2.46,1.15,1.81,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
2.18,2.52,2.23,1.23,1.63,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
4.35,4.23,5.0,3.47,4.17,meets_expectations,meets_expectations,meets_expectations,meets_expectations,needs_improvement,meets_expectations
3.64,3.46,2.91,3.09,2.97,critical_gap,needs_improvement,needs_improvement,critical_gap,critical_gap,critical_gap
4.46,4.3,4.29,4.98,4.36,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations
